id,title,abstract,categories,authors,combined_text
0704.3368,Search for gravitational waves from binary inspirals in S3 and S4 LIGO data,"We report on a search for gravitational waves from the coalescence of compact binaries during the third and fourth LIGO science runs. The search focused on gravitational waves generated during the inspiral phase of the binary evolution. In our analysis, we considered three categories of compact binary systems, ordered by mass: (i) primordial black hole binaries with masses in the range 0.35 M(sun) < m1, m2 < 1.0 M(sun), (ii) binary neutron stars with masses in the range 1.0 M(sun) < m1, m2 < 3.0 M(sun), and (iii) binary black holes with masses in the range 3.0 M(sun)< m1, m2 < m_(max) with the additional constraint m1+ m2 < m_(max), where m_(max) was set to 40.0 M(sun) and 80.0 M(sun) in the third and fourth science runs, respectively. Although the detectors could probe to distances as far as tens of Mpc, no gravitational-wave signals were identified in the 1364 hours of data we analyzed. Assuming a binary population with a Gaussian distribution around 0.75-0.75 M(sun), 1.4-1.4 M(sun), and 5.0-5.0 M(sun), we derived 90%-confidence upper limit rates of 4.9 yr^(-1) L10^(-1) for primordial black hole binaries, 1.2 yr^(-1) L10^(-1) for binary neutron stars, and 0.5 yr^(-1) L10^(-1) for stellar mass binary black holes, where L10 is 10^(10) times the blue light luminosity of the Sun.",gr-qc,"LIGO Scientific Collaboration: B. Abbott, et al","Title: Search for gravitational waves from binary inspirals in S3 and S4 LIGO data. Authors: LIGO Scientific Collaboration: B. Abbott, et al. Categories: gr-qc. Abstract: We report on a search for gravitational waves from the coalescence of compact binaries during the third and fourth LIGO science runs. The search focused on gravitational waves generated during the inspiral phase of the binary evolution. In our analysis, we considered three categories of compact binary systems, ordered by mass: (i) primordial black hole binaries with masses in the range 0.35 M(sun) < m1, m2 < 1.0 M(sun), (ii) binary neutron stars with masses in the range 1.0 M(sun) < m1, m2 < 3.0 M(sun), and (iii) binary black holes with masses in the range 3.0 M(sun)< m1, m2 < m_(max) with the additional constraint m1+ m2 < m_(max), where m_(max) was set to 40.0 M(sun) and 80.0 M(sun) in the third and fourth science runs, respectively. Although the detectors could probe to distances as far as tens of Mpc, no gravitational-wave signals were identified in the 1364 hours of data we analyzed. Assuming a binary population with a Gaussian distribution around 0.75-0.75 M(sun), 1.4-1.4 M(sun), and 5.0-5.0 M(sun), we derived 90%-confidence upper limit rates of 4.9 yr^(-1) L10^(-1) for primordial black hole binaries, 1.2 yr^(-1) L10^(-1) for binary neutron stars, and 0.5 yr^(-1) L10^(-1) for stellar mass binary black holes, where L10 is 10^(10) times the blue light luminosity of the Sun."
0704.3369,Planetary Migration to Large Radii,"There is evidence for the existence of massive planets at orbital radii of several hundred AU from their parent stars where the timescale for planet formation by core accretion is longer than the disc lifetime. These planets could have formed close to their star and then migrated outwards. We consider how the transfer of angular momentum by viscous disc interactions from a massive inner planet could cause significant outward migration of a smaller outer planet. We find that it is in principle possible for planets to migrate to large radii. We note, however, a number of effects which may render the process somewhat problematic.",astro-ph,"R.G. Martin, S.H.Lubow, J.E. Pringle, M C. Wyatt","Title: Planetary Migration to Large Radii. Authors: R.G. Martin, S.H.Lubow, J.E. Pringle, M C. Wyatt. Categories: astro-ph. Abstract: There is evidence for the existence of massive planets at orbital radii of several hundred AU from their parent stars where the timescale for planet formation by core accretion is longer than the disc lifetime. These planets could have formed close to their star and then migrated outwards. We consider how the transfer of angular momentum by viscous disc interactions from a massive inner planet could cause significant outward migration of a smaller outer planet. We find that it is in principle possible for planets to migrate to large radii. We note, however, a number of effects which may render the process somewhat problematic."
0704.3370,Natural boundary of Dirichlet series,We prove some conditions on the existence of natural boundaries of Dirichlet series. We show that generically the presumed boundary is the natural one. We also give an application of natural boundaries in determining asymptotic results.,math.CV math.NT,"Gautami Bhowmik, Jan-Christoph Schlage-Puchta","Title: Natural boundary of Dirichlet series. Authors: Gautami Bhowmik, Jan-Christoph Schlage-Puchta. Categories: math.CV math.NT. Abstract: We prove some conditions on the existence of natural boundaries of Dirichlet series. We show that generically the presumed boundary is the natural one. We also give an application of natural boundaries in determining asymptotic results."
0704.3371,Some remarks on generalized roundness,"By using the links between generalized roundness, negative type inequalities and equivariant Hilbert space compressions, we obtain that the generalized roundness of the usual Cayley graph of finitely generated free groups and free abelian groups of rank $\geq 2$ equals 1. This answers a question of J-F. Lafont and S. Prassidis.",math.GR math.MG,Ghislain Jaudon,"Title: Some remarks on generalized roundness. Authors: Ghislain Jaudon. Categories: math.GR math.MG. Abstract: By using the links between generalized roundness, negative type inequalities and equivariant Hilbert space compressions, we obtain that the generalized roundness of the usual Cayley graph of finitely generated free groups and free abelian groups of rank $\geq 2$ equals 1. This answers a question of J-F. Lafont and S. Prassidis."
0704.3372,Shearfree perfect fluids with solenoidal magnetic curvature and a gamma-law equation of state,We show that shearfree perfect fluids obeying an equation of state p=(gamma -1) mu are non-rotating or non-expanding under the assumption that the spatial divergence of the magnetic part of the Weyl tensor is zero.,gr-qc,"Norbert Van den Bergh, John Carminati, Hamid Reza Karimian","Title: Shearfree perfect fluids with solenoidal magnetic curvature and a gamma-law equation of state. Authors: Norbert Van den Bergh, John Carminati, Hamid Reza Karimian. Categories: gr-qc. Abstract: We show that shearfree perfect fluids obeying an equation of state p=(gamma -1) mu are non-rotating or non-expanding under the assumption that the spatial divergence of the magnetic part of the Weyl tensor is zero."
0704.3373,Extension of symmetries on Einstein manifolds with boundary,"We investigate the validity of the isometry extension property for (Riemannian) Einstein metrics on manifolds with boundary. Given a metric on the boundary, this is the issue of whether any Killing field of the boundary metric extends to a Killing field of any bulk or filling Einstein metric inducing the given data on the boundary. Under a mild condition on the fundamental group, this is proved to be the case at least when the Killing field preserves the mean curvature of the boundary.",math.DG,Michael T. Anderson,"Title: Extension of symmetries on Einstein manifolds with boundary. Authors: Michael T. Anderson. Categories: math.DG. Abstract: We investigate the validity of the isometry extension property for (Riemannian) Einstein metrics on manifolds with boundary. Given a metric on the boundary, this is the issue of whether any Killing field of the boundary metric extends to a Killing field of any bulk or filling Einstein metric inducing the given data on the boundary. Under a mild condition on the fundamental group, this is proved to be the case at least when the Killing field preserves the mean curvature of the boundary."
0704.3374,Geometry and Topology in Relativistic Cosmology,"General relativity does not allow one to specify the topology of space, leaving the possibility that space is multiply rather than simply connected. We review the main mathematical properties of multiply connected spaces, and the different tools to classify them and to analyse their properties. Following their mathematical classification, we describe the different possible muticonnected spaces which may be used to construct Friedmann-Lemaitre universe models. Observational tests concern the distribution of images of discrete cosmic objects or more global effects, mainly those concerning the Cosmic Microwave Background. According to the 2003-2006 WMAP data releases, various deviations from the flat infinite universe model predictions hint at a possible non-trivial topology for the shape of space. In particular, a finite universe with the topology of the Poincar\'e dodecahedral spherical space fits remarkably well the data and is a good candidate for explaining both the local curvature of space and the large angle anomalies in the temperature power spectrum. Such a model of a small universe, whose volume would represent only about 80% the volume of the observable universe, offers an observational signature in the form of a predictable topological lens effect on one hand, and rises new issues on the physics of the early universe on the other hand.",astro-ph,Jean-Pierre Luminet,"Title: Geometry and Topology in Relativistic Cosmology. Authors: Jean-Pierre Luminet. Categories: astro-ph. Abstract: General relativity does not allow one to specify the topology of space, leaving the possibility that space is multiply rather than simply connected. We review the main mathematical properties of multiply connected spaces, and the different tools to classify them and to analyse their properties. Following their mathematical classification, we describe the different possible muticonnected spaces which may be used to construct Friedmann-Lemaitre universe models. Observational tests concern the distribution of images of discrete cosmic objects or more global effects, mainly those concerning the Cosmic Microwave Background. According to the 2003-2006 WMAP data releases, various deviations from the flat infinite universe model predictions hint at a possible non-trivial topology for the shape of space. In particular, a finite universe with the topology of the Poincar\'e dodecahedral spherical space fits remarkably well the data and is a good candidate for explaining both the local curvature of space and the large angle anomalies in the temperature power spectrum. Such a model of a small universe, whose volume would represent only about 80% the volume of the observable universe, offers an observational signature in the form of a predictable topological lens effect on one hand, and rises new issues on the physics of the early universe on the other hand."
0704.3375,Polarization effects for the reaction $e^++e^-\to \bar p+p $ in presence of two--photon exchange - Lecture Notes,"The aim of this work is to give a pedagogical derivation of polarization observables for the annihilation reaction $e^+ + e^- \to N+ \bar N$. The reaction mechanism is one photon + two photon exchange, the last is described by axial parametrization. After deriving the general expressions for the cross section of a binary process, the matrix element is written in terms of three complex amplitudes. The method to derive polarization observables is detailed and all expressions are given in terms of generalized form factors. The strategy for determining physical form factors in annihilation reactions in presence of two photon exchange is suggested, on the basis of model independent properties of the relevant observables.",hep-ph,"C. Adamuscin, G. I. Gakh, E. Tomasi-Gustafsson","Title: Polarization effects for the reaction $e^++e^-\to \bar p+p $ in presence of two--photon exchange - Lecture Notes. Authors: C. Adamuscin, G. I. Gakh, E. Tomasi-Gustafsson. Categories: hep-ph. Abstract: The aim of this work is to give a pedagogical derivation of polarization observables for the annihilation reaction $e^+ + e^- \to N+ \bar N$. The reaction mechanism is one photon + two photon exchange, the last is described by axial parametrization. After deriving the general expressions for the cross section of a binary process, the matrix element is written in terms of three complex amplitudes. The method to derive polarization observables is detailed and all expressions are given in terms of generalized form factors. The strategy for determining physical form factors in annihilation reactions in presence of two photon exchange is suggested, on the basis of model independent properties of the relevant observables."
0704.3376,Flow of autonomous traffic on a single multi-lane street,"We investigate the behaviour of an original traffic model. The model considers a single multi-lane street, populated by autonomous vehicles directed from either end to the other. Lanes have no intrinsic directionality, and the vehicles are inserted at random at either end and any lane. Collision avoidance is fully automatic and, to enhance the transport capacity of the street, vehicles form_trains_ in which they may travel at high speed quite close to the vehicle in front. We report on the transit times for vehicles under a wide variety of conditions: vehicle insertion probability & imbalance and their maximum speed distribution. We also outline an interesting feature of the model, that the complex interactions of many vehicles are considerably more powerful than a simple ""keep left"" directive which each vehicle should obey.",physics.comp-ph physics.soc-ph,Federico Polito and Fergal Dalton,"Title: Flow of autonomous traffic on a single multi-lane street. Authors: Federico Polito and Fergal Dalton. Categories: physics.comp-ph physics.soc-ph. Abstract: We investigate the behaviour of an original traffic model. The model considers a single multi-lane street, populated by autonomous vehicles directed from either end to the other. Lanes have no intrinsic directionality, and the vehicles are inserted at random at either end and any lane. Collision avoidance is fully automatic and, to enhance the transport capacity of the street, vehicles form_trains_ in which they may travel at high speed quite close to the vehicle in front. We report on the transit times for vehicles under a wide variety of conditions: vehicle insertion probability & imbalance and their maximum speed distribution. We also outline an interesting feature of the model, that the complex interactions of many vehicles are considerably more powerful than a simple ""keep left"" directive which each vehicle should obey."
0704.3377,"Halo-model signatures from 380,000 SDSS Luminous Red Galaxies with photometric redshifts","We analyze the small-scale clustering in ""MegaZ-LRG"", a large photometric-redshift catalogue of Luminous Red Galaxies extracted from the imaging dataset of the Sloan Digital Sky Survey. MegaZ-LRG, presented in a companion paper, spans the redshift range 0.4 < z < 0.7 with an r.m.s. redshift error dz ~ 0.03(1+z), covering 5,914 deg^2 to map out a total cosmic volume 2.5 h^-3 Gpc^3. In this study we use 380,000 photometric redshifts to measure significant deviations from the canonical power-law fit to the angular correlation function in a series of narrow redshift slices, in which we construct volume-limited samples. These deviations are direct signatures of the manner in which these galaxies populate the underlying network of dark matter haloes. We cleanly delineate the separate contributions of the ""1-halo"" and ""2-halo"" clustering terms and fit our measurements by parameterizing the halo occupation distribution N(M) of the galaxies. Our results are successfully fit by a ""central"" galaxy contribution with a ""soft"" transition from zero to one galaxies, combined with a power-law ""satellite"" galaxy component, the slope of which is a strong function of galaxy luminosity. The large majority of galaxies are classified as central objects of their host dark matter haloes rather than satellites in more massive systems. The effective halo mass of MegaZ-LRG galaxies lies in the range log_10 (M_eff / h^-1 M_sol) = 13.61 - 13.8 (increasing with redshift, assuming large-scale normalization sigma_8 = 0.8) for corresponding number densities in the range n_g = 5.03 - 0.56 x 10^-4 h^3 Mpc^-3. Our results confirm the usefulness of the halo model for gaining physical insight into the patterns of galaxy clustering.",astro-ph,"Chris Blake, Adrian Collister, Ofer Lahav","Title: Halo-model signatures from 380,000 SDSS Luminous Red Galaxies with photometric redshifts. Authors: Chris Blake, Adrian Collister, Ofer Lahav. Categories: astro-ph. Abstract: We analyze the small-scale clustering in ""MegaZ-LRG"", a large photometric-redshift catalogue of Luminous Red Galaxies extracted from the imaging dataset of the Sloan Digital Sky Survey. MegaZ-LRG, presented in a companion paper, spans the redshift range 0.4 < z < 0.7 with an r.m.s. redshift error dz ~ 0.03(1+z), covering 5,914 deg^2 to map out a total cosmic volume 2.5 h^-3 Gpc^3. In this study we use 380,000 photometric redshifts to measure significant deviations from the canonical power-law fit to the angular correlation function in a series of narrow redshift slices, in which we construct volume-limited samples. These deviations are direct signatures of the manner in which these galaxies populate the underlying network of dark matter haloes. We cleanly delineate the separate contributions of the ""1-halo"" and ""2-halo"" clustering terms and fit our measurements by parameterizing the halo occupation distribution N(M) of the galaxies. Our results are successfully fit by a ""central"" galaxy contribution with a ""soft"" transition from zero to one galaxies, combined with a power-law ""satellite"" galaxy component, the slope of which is a strong function of galaxy luminosity. The large majority of galaxies are classified as central objects of their host dark matter haloes rather than satellites in more massive systems. The effective halo mass of MegaZ-LRG galaxies lies in the range log_10 (M_eff / h^-1 M_sol) = 13.61 - 13.8 (increasing with redshift, assuming large-scale normalization sigma_8 = 0.8) for corresponding number densities in the range n_g = 5.03 - 0.56 x 10^-4 h^3 Mpc^-3. Our results confirm the usefulness of the halo model for gaining physical insight into the patterns of galaxy clustering."
0704.3378,Studies of the temperature and frequency dependent impedance of an electroceramic functional oxide thermistor,"The charge transport mechanism and the macroscopic dielectric constant in polycrystalline device materials commonly exhibit several components such as electrode-sample interface, grain boundary and bulk contributions. In order to gain precise understanding of the functionality of polycrystalline electroceramic device materials it is essential to deconvolute these contributions. The paradigm of functional thermistor ceramics based on thick film spinel manganates has been studied by temperature dependent alternating current impedance spectroscopy. Three typical relaxation phenomena were detected, which all showed a separated temperature dependence of resistivity consistent with thermally activated charge transport. The dominating grain boundary and the interface contributions exhibited distinctively different capacitance allowing clear identification. The composite nature of the dielectric properties in polycrystalline functional ceramics was emphasized, and impedance spectroscopy was shown to be a powerful tool to account for and model such behaviour.",cond-mat.mtrl-sci cond-mat.str-el,"Rainer Schmidt, Andrew W. Brinkman","Title: Studies of the temperature and frequency dependent impedance of an electroceramic functional oxide thermistor. Authors: Rainer Schmidt, Andrew W. Brinkman. Categories: cond-mat.mtrl-sci cond-mat.str-el. Abstract: The charge transport mechanism and the macroscopic dielectric constant in polycrystalline device materials commonly exhibit several components such as electrode-sample interface, grain boundary and bulk contributions. In order to gain precise understanding of the functionality of polycrystalline electroceramic device materials it is essential to deconvolute these contributions. The paradigm of functional thermistor ceramics based on thick film spinel manganates has been studied by temperature dependent alternating current impedance spectroscopy. Three typical relaxation phenomena were detected, which all showed a separated temperature dependence of resistivity consistent with thermally activated charge transport. The dominating grain boundary and the interface contributions exhibited distinctively different capacitance allowing clear identification. The composite nature of the dielectric properties in polycrystalline functional ceramics was emphasized, and impedance spectroscopy was shown to be a powerful tool to account for and model such behaviour."
0704.3379,$A^\nabla$-tensors on lightlike hypersurfaces,"This paper introduces $\anabla$-tensors on lightlike hypersurfaces $M^{n+1}$ of signature $(0,n)$, $(n\geq 1)$ and investigates on their properties in connection with the null geometry of $M$. In particular, we show that there is an interplay between existence of $\anabla$-tensors of certain type and lightlike warped product structures.",math.DG,"Cyriaque Atindogbe (IECN), Lionel B\'erard Bergery (IECN)","Title: $A^\nabla$-tensors on lightlike hypersurfaces. Authors: Cyriaque Atindogbe (IECN), Lionel B\'erard Bergery (IECN). Categories: math.DG. Abstract: This paper introduces $\anabla$-tensors on lightlike hypersurfaces $M^{n+1}$ of signature $(0,n)$, $(n\geq 1)$ and investigates on their properties in connection with the null geometry of $M$. In particular, we show that there is an interplay between existence of $\anabla$-tensors of certain type and lightlike warped product structures."
0704.3380,VIMOS spectroscopy of extended emission line regions,"We present the results of spectroscopic and imaging observations of the FRII radio galaxies PKS2250-41 and PKS1932-46. Both sources display very extensive emission line regions, and appear to be undergoing interactions with companion bodies. In addition to disturbed gas kinematics associated with interactions with the radio source, the more distant emitting material displays simple, narrow emission line profiles, often at significant velocity offsets from the system rest-frame, and may be associated with tidal debris.",astro-ph,"K.J. Inskip, M. Villar-Martin, C. Tadhunter, R. Morganti, J. Holt, D. Dicken","Title: VIMOS spectroscopy of extended emission line regions. Authors: K.J. Inskip, M. Villar-Martin, C. Tadhunter, R. Morganti, J. Holt, D. Dicken. Categories: astro-ph. Abstract: We present the results of spectroscopic and imaging observations of the FRII radio galaxies PKS2250-41 and PKS1932-46. Both sources display very extensive emission line regions, and appear to be undergoing interactions with companion bodies. In addition to disturbed gas kinematics associated with interactions with the radio source, the more distant emitting material displays simple, narrow emission line profiles, often at significant velocity offsets from the system rest-frame, and may be associated with tidal debris."
0704.3381,Determinant Formulas Relating to Tableaux of Bounded Height,"Chen et al. recently established bijections for $(d+1)$-noncrossing/ nonnesting matchings, oscillating tableaux of bounded height $d$, and oscillating lattice walks in the $d$-dimensional Weyl chamber. Stanley asked what is the total number of such tableaux of length $n$ and of any shape. We find a determinant formula for the exponential generating function. The same idea applies to prove Gessel's remarkable determinant formula for permutations with bounded length of increasing subsequences. We also give short algebraic derivations for some results of the reflection principle.",math.CO math.AC,Guoce Xin,"Title: Determinant Formulas Relating to Tableaux of Bounded Height. Authors: Guoce Xin. Categories: math.CO math.AC. Abstract: Chen et al. recently established bijections for $(d+1)$-noncrossing/ nonnesting matchings, oscillating tableaux of bounded height $d$, and oscillating lattice walks in the $d$-dimensional Weyl chamber. Stanley asked what is the total number of such tableaux of length $n$ and of any shape. We find a determinant formula for the exponential generating function. The same idea applies to prove Gessel's remarkable determinant formula for permutations with bounded length of increasing subsequences. We also give short algebraic derivations for some results of the reflection principle."
0704.3382,A note on conformal connections on lightlike hypersurfaces,"Degenerate submanifolds of pseudo-Riemannian manifolds are quite difficult to study because there is no prefered connection when the submanifold is not totally geodesic. For the particular case of degenerate totally umbilical hypersurfaces, we show that there are ""Weyl"" connections adapted to the induced structure on the hypersurface. We begin the study of these with their holonomy.",math.DG,"Cyriaque Atindogbe (IECN), Lionel B\'erard Bergery (IECN)","Title: A note on conformal connections on lightlike hypersurfaces. Authors: Cyriaque Atindogbe (IECN), Lionel B\'erard Bergery (IECN). Categories: math.DG. Abstract: Degenerate submanifolds of pseudo-Riemannian manifolds are quite difficult to study because there is no prefered connection when the submanifold is not totally geodesic. For the particular case of degenerate totally umbilical hypersurfaces, we show that there are ""Weyl"" connections adapted to the induced structure on the hypersurface. We begin the study of these with their holonomy."
0704.3383,Einstein-Weyl structures on lightike hypersurfaces,"We study Weyl structures on lightlikes hypersurfaces endowed with a conformal structure of certain type and specific screen distribution: the Weyl screen structures. We investigate various differential geometric properties of Einstein-Weyl screen structures on lightlike hypersurfaces and show that, for ambiant Lorentzian space $\mathbb{R}^{n+2}_{1}$ and a totally umbilical screen foliation, there is a strong interplay with the induced (Riemannian) Weyl-structure on the leaves. Finally, we establish necessary and sufficient conditions for a Weyl structure defined by the $1-$form of an almost contact structure given by an additional complex structure in case of an ambiant Kaehler manifold to be closed.",math.DG,"Cyriaque Atindogbe (IECN), Lionel B\'erard Bergery (IECN)","Title: Einstein-Weyl structures on lightike hypersurfaces. Authors: Cyriaque Atindogbe (IECN), Lionel B\'erard Bergery (IECN). Categories: math.DG. Abstract: We study Weyl structures on lightlikes hypersurfaces endowed with a conformal structure of certain type and specific screen distribution: the Weyl screen structures. We investigate various differential geometric properties of Einstein-Weyl screen structures on lightlike hypersurfaces and show that, for ambiant Lorentzian space $\mathbb{R}^{n+2}_{1}$ and a totally umbilical screen foliation, there is a strong interplay with the induced (Riemannian) Weyl-structure on the leaves. Finally, we establish necessary and sufficient conditions for a Weyl structure defined by the $1-$form of an almost contact structure given by an additional complex structure in case of an ambiant Kaehler manifold to be closed."
0704.3384,Decay channels and charmonium mass-shifts,"The discovery in the last few years of the $X, Y$ and $Z$ states of the extended charmonium family has highlighted the importance of the closeness of decay channels to an understanding of these mesons. We aid this debate by illustrating a simple calculational procedure for including the effect of open and nearby closed channels.",hep-ph,M.R. Pennington and D.J. Wilson,"Title: Decay channels and charmonium mass-shifts. Authors: M.R. Pennington and D.J. Wilson. Categories: hep-ph. Abstract: The discovery in the last few years of the $X, Y$ and $Z$ states of the extended charmonium family has highlighted the importance of the closeness of decay channels to an understanding of these mesons. We aid this debate by illustrating a simple calculational procedure for including the effect of open and nearby closed channels."
0704.3385,Constrained simulations of the local universe: I. Mass and motion in the Local Volume,"It has been recently claimed that there is no correlation between the distribution of galaxies and their peculiar velocities within the Local Volume (LV), namely a sphere of R=7/h Mpc around the Local Group (LG). It has been then stated that this implies that either locally dark matter is not distributed in the same way as luminous matter, or peculiar velocities are not due to fluctuations in mass. To test that statement a set of constrained N-body cosmological simulations, designed to reproduce the main observed large scale structure, have been analyzed. The simulations were performed within the flat-Lambda, open and flat matter only CDM cosmogonies. Two unconstrained simulations of the flat-Lambda and open CDM models were performed for comparison. LG-like objects have been selected so as to mimic the real LG environment. The local gravitational field due to all halos found within each LV is compared with the exact gravitational field induced by all matter in the simulation. We conclude that there is no correlation between the exact and the local gravitational field obtained by pairwise newtonian forces between halos. Moreover, the local gravitational field is uncorrelated with the peculiar velocities of halos. The exact gravitational field has a linear correlation with peculiar velocities but the proportionality constant relating the velocity with gravitational field falls below the prediction of the linear theory. Upon considering all matter inside the LVs, the exact and local gravitational accelerations show a much better correlation, but with a considerable scatter independent on the cosmological models. The main conclusion is that the lack of correlation between the local gravitation and the peculiar velocity fields around LG-like objects is naturally expected in the CDM cosmologies.",astro-ph,"Luis A. Martinez-Vaquero (UAM), Gustavo Yepes (UAM) and Yehuda Hoffman (Hebrew University)","Title: Constrained simulations of the local universe: I. Mass and motion in the Local Volume. Authors: Luis A. Martinez-Vaquero (UAM), Gustavo Yepes (UAM) and Yehuda Hoffman (Hebrew University). Categories: astro-ph. Abstract: It has been recently claimed that there is no correlation between the distribution of galaxies and their peculiar velocities within the Local Volume (LV), namely a sphere of R=7/h Mpc around the Local Group (LG). It has been then stated that this implies that either locally dark matter is not distributed in the same way as luminous matter, or peculiar velocities are not due to fluctuations in mass. To test that statement a set of constrained N-body cosmological simulations, designed to reproduce the main observed large scale structure, have been analyzed. The simulations were performed within the flat-Lambda, open and flat matter only CDM cosmogonies. Two unconstrained simulations of the flat-Lambda and open CDM models were performed for comparison. LG-like objects have been selected so as to mimic the real LG environment. The local gravitational field due to all halos found within each LV is compared with the exact gravitational field induced by all matter in the simulation. We conclude that there is no correlation between the exact and the local gravitational field obtained by pairwise newtonian forces between halos. Moreover, the local gravitational field is uncorrelated with the peculiar velocities of halos. The exact gravitational field has a linear correlation with peculiar velocities but the proportionality constant relating the velocity with gravitational field falls below the prediction of the linear theory. Upon considering all matter inside the LVs, the exact and local gravitational accelerations show a much better correlation, but with a considerable scatter independent on the cosmological models. The main conclusion is that the lack of correlation between the local gravitation and the peculiar velocity fields around LG-like objects is naturally expected in the CDM cosmologies."
0704.3386,Four-dimensional Painlev\'e systems of types $D_5^{(1)}$ and $B_4^{(1)}$,We find and study a five-parameter family of four-dimensional coupled Painlev\'e V systems with affine Weyl group symmetry of type $D_5^{(1)}$. We then give an explicit description of a confluence from those systems to a four-parameter family of four-dimensional coupled Painlev\'e III systems with affine Weyl group symmetry of type $B_4^{(1)}$.,math.AG,Yusuke Sasano,Title: Four-dimensional Painlev\'e systems of types $D_5^{(1)}$ and $B_4^{(1)}$. Authors: Yusuke Sasano. Categories: math.AG. Abstract: We find and study a five-parameter family of four-dimensional coupled Painlev\'e V systems with affine Weyl group symmetry of type $D_5^{(1)}$. We then give an explicit description of a confluence from those systems to a four-parameter family of four-dimensional coupled Painlev\'e III systems with affine Weyl group symmetry of type $B_4^{(1)}$.
0704.3387,Noncommutative Berezin transforms and model theory,"We initiate the study of a class of noncommutative domains of n-tuples of bounded linear operators on a Hilbert space, which is generated by certain positivity conditions on polynomials in n noncommutative indeterminates. We obtain Fatou type results, functional calculi, and a model theory for n-tuples of operators in these domains. The main role in this study is played by a class of noncommutative Berezin transforms which is introduced in this paper. Our results extend to noncommutative varieties.",math.FA math.OA,Gelu Popescu,"Title: Noncommutative Berezin transforms and model theory. Authors: Gelu Popescu. Categories: math.FA math.OA. Abstract: We initiate the study of a class of noncommutative domains of n-tuples of bounded linear operators on a Hilbert space, which is generated by certain positivity conditions on polynomials in n noncommutative indeterminates. We obtain Fatou type results, functional calculi, and a model theory for n-tuples of operators in these domains. The main role in this study is played by a class of noncommutative Berezin transforms which is introduced in this paper. Our results extend to noncommutative varieties."
0704.3388,L^2-Betti numbers of plane algebraic curves,"In [DJL07] it was shown that if A is an affine hyperplane arrangement in C^n, then at most one of the L^2-Betti numbers of its complement is non--zero. We will prove an analogous statement for complements of any algebraic curve in C^2. Furthermore we also recast and extend results of [LM06] in terms of L^2-Betti numbers.",math.GT math.AG,"Stefan Friedl, Constance Leidy and Laurentiu Maxim","Title: L^2-Betti numbers of plane algebraic curves. Authors: Stefan Friedl, Constance Leidy and Laurentiu Maxim. Categories: math.GT math.AG. Abstract: In [DJL07] it was shown that if A is an affine hyperplane arrangement in C^n, then at most one of the L^2-Betti numbers of its complement is non--zero. We will prove an analogous statement for complements of any algebraic curve in C^2. Furthermore we also recast and extend results of [LM06] in terms of L^2-Betti numbers."
0704.3389,Effect of selection on ancestry: an exactly soluble case and its phenomenological generalization,"We consider a family of models describing the evolution under selection of a population whose dynamics can be related to the propagation of noisy traveling waves. For one particular model, that we shall call the exponential model, the properties of the traveling wave front can be calculated exactly, as well as the statistics of the genealogy of the population. One striking result is that, for this particular model, the genealogical trees have the same statistics as the trees of replicas in the Parisi mean-field theory of spin glasses. We also find that in the exponential model, the coalescence times along these trees grow like the logarithm of the population size. A phenomenological picture of the propagation of wave fronts that we introduced in a previous work, as well as our numerical data, suggest that these statistics remain valid for a larger class of models, while the coalescence times grow like the cube of the logarithm of the population size.",cond-mat.dis-nn,"E. Brunet, B. Derrida, A. H. Mueller, S. Munier","Title: Effect of selection on ancestry: an exactly soluble case and its phenomenological generalization. Authors: E. Brunet, B. Derrida, A. H. Mueller, S. Munier. Categories: cond-mat.dis-nn. Abstract: We consider a family of models describing the evolution under selection of a population whose dynamics can be related to the propagation of noisy traveling waves. For one particular model, that we shall call the exponential model, the properties of the traveling wave front can be calculated exactly, as well as the statistics of the genealogy of the population. One striking result is that, for this particular model, the genealogical trees have the same statistics as the trees of replicas in the Parisi mean-field theory of spin glasses. We also find that in the exponential model, the coalescence times along these trees grow like the logarithm of the population size. A phenomenological picture of the propagation of wave fronts that we introduced in a previous work, as well as our numerical data, suggest that these statistics remain valid for a larger class of models, while the coalescence times grow like the cube of the logarithm of the population size."
0704.3390,Realizations of Seifert matrices by hyperbolic knots,Recently Kearton showed that any Seifert matrix of a knot is S--equivalent to the Seifert matrix of a prime knot. We show in this note that such a matrix is in fact S--equivalent to the Seifert matrix of a hyperbolic knot. This result follows from reinterpreting this problem in terms of Blanchfield pairings and by applying results of Kawauchi.,math.GT,Stefan Friedl,Title: Realizations of Seifert matrices by hyperbolic knots. Authors: Stefan Friedl. Categories: math.GT. Abstract: Recently Kearton showed that any Seifert matrix of a knot is S--equivalent to the Seifert matrix of a prime knot. We show in this note that such a matrix is in fact S--equivalent to the Seifert matrix of a hyperbolic knot. This result follows from reinterpreting this problem in terms of Blanchfield pairings and by applying results of Kawauchi.
